# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2015-05-24 18:03:06 EDT       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 05536118 NB CHICAGO RIVER AT GRAND AVENUE AT CHICAGO, IL
# -----------------------------------------------------------------------------------
#
# Data provided for site 05536118
#    DD parameter statistic   Description
#    01   00065     00003     Gage height, feet (Mean)
#    02   00055     00003     Stream velocity, feet per second (Mean)
#    03   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	01_00065_00003	01_00065_00003_cd	02_00055_00003	02_00055_00003_cd	03_00060_00003	03_00060_00003_cd
USGS	05536118	2009-07-18	-2.40	A	0.236	A	531	A
USGS	05536118	2009-07-19	-2.12	A	0.211	A	484	A
USGS	05536118	2009-07-20	-1.94	A	0.227	A	529	A
USGS	05536118	2009-07-21	-2.16	A	0.252	A	578	A
USGS	05536118	2009-07-22	-2.28	A	0.182	A	414	A
USGS	05536118	2009-07-23	-2.09	A	0.233	A	537	A
USGS	05536118	2009-07-24	-2.18	A	0.263	A	601	A
USGS	05536118	2009-07-25	-2.41	A	0.213	A	476	A
USGS	05536118	2009-07-26	-1.90	A	0.232	A	544	A
USGS	05536118	2009-07-27	-2.16	A	0.251	A	575	A
USGS	05536118	2009-07-28	-2.35	A	0.238	A	538	A
USGS	05536118	2009-07-29	-1.91	A	0.205	A	479	A
USGS	05536118	2009-07-30	-1.95	A	0.246	A	573	A
USGS	05536118	2009-07-31	-2.13	A	0.234	A	536	A
USGS	05536118	2009-08-01	-2.02	A	0.208	A	482	A
USGS	05536118	2009-08-02	-2.08	A	0.232	A	536	A
USGS	05536118	2009-08-03	-2.18	A	0.233	A	532	A
USGS	05536118	2009-08-04	-2.29	A	0.246	A	558	A
USGS	05536118	2009-08-05	-1.93	A	0.253	A	590	A
USGS	05536118	2009-08-06	-2.05	A	0.259	A	598	A
USGS	05536118	2009-08-07	-2.17	A	0.248	A	569	A
USGS	05536118	2009-08-08	-2.24	A	0.214	A	488	A
USGS	05536118	2009-08-09	-1.88	A	0.233	A	546	A
USGS	05536118	2009-08-10	-2.33	A	0.263	A	595	A
USGS	05536118	2009-08-11	-1.99	A	0.243	A	565	A
USGS	05536118	2009-08-12	-2.16	A	0.271	A	621	A
USGS	05536118	2009-08-13	-2.15	A	0.238	A	545	A
USGS	05536118	2009-08-14	-1.96	A	0.246	A	572	A
USGS	05536118	2009-08-15	-1.89	A	0.253	A	592	A
USGS	05536118	2009-08-16	-2.12	A	0.278	A	641	A
USGS	05536118	2009-08-17	-2.65	A	0.339	A	746	A
USGS	05536118	2009-08-18	-1.94	A	0.246	A	574	A
USGS	05536118	2009-08-19	-2.30	A	0.337	A	757	A
USGS	05536118	2009-08-20	-2.59	A	0.213	A	474	A
USGS	05536118	2009-08-21	-1.97	A	0.300	A	696	A
USGS	05536118	2009-08-22	-2.23	A	0.277	A	631	A
USGS	05536118	2009-08-23	-2.17	A	0.263	A	602	A
USGS	05536118	2009-08-24	-2.03	A	0.287	A	664	A
USGS	05536118	2009-08-25	-1.91	A	0.244	A	570	A
USGS	05536118	2009-08-26	-2.69	A	0.345	A	755	A
USGS	05536118	2009-08-27	-2.81	A	0.622	A	1360	A
USGS	05536118	2009-08-28	-2.27	A	0.460	A	1040	A
USGS	05536118	2009-08-29	-2.00	A	0.381	A	885	A
USGS	05536118	2009-08-30	-1.80	A	0.287	A	677	A
USGS	05536118	2009-08-31	-2.22	A	0.319	A	727	A
USGS	05536118	2009-09-01	-1.91	A	0.284	A	665	A
USGS	05536118	2009-09-02	-2.18	A	0.243	A	556	A
USGS	05536118	2009-09-03	-1.95	A	0.238	A	555	A
USGS	05536118	2009-09-04					571	A:e
USGS	05536118	2009-09-05					539	A:e
USGS	05536118	2009-09-06					517	A:e
USGS	05536118	2009-09-07					527	A:e
USGS	05536118	2009-09-08					542	A:e
USGS	05536118	2009-09-09					530	A:e
USGS	05536118	2009-09-10					537	A:e
USGS	05536118	2009-09-11					535	A:e
USGS	05536118	2009-09-12	-2.11	A	0.236	A	542	A
USGS	05536118	2009-09-13	-2.25	A	0.232	A	528	A
USGS	05536118	2009-09-14	-2.02	A	0.218	A	505	A
USGS	05536118	2009-09-15	-1.97	A	0.235	A	546	A
USGS	05536118	2009-09-16	-2.16	A	0.248	A	569	A
USGS	05536118	2009-09-17	-2.24	A	0.237	A	539	A
USGS	05536118	2009-09-18	-2.21	A	0.266	A	607	A
USGS	05536118	2009-09-19	-2.14	A	0.261	A	599	A
USGS	05536118	2009-09-20	-2.20	A	0.272	A	623	A
USGS	05536118	2009-09-21	-2.21	A	0.312	A	714	A
USGS	05536118	2009-09-22	-2.07	A	0.254	A	585	A
USGS	05536118	2009-09-23	-2.11	A	0.269	A	619	A
USGS	05536118	2009-09-24	-2.24	A	0.275	A	626	A
USGS	05536118	2009-09-25	-2.26	A	0.260	A	592	A
USGS	05536118	2009-09-26	-2.20	A	0.270	A	618	A
USGS	05536118	2009-09-27	-2.18	A	0.248	A	567	A
USGS	05536118	2009-09-28	-2.09	A	0.200	A	461	A
USGS	05536118	2009-09-29	-2.30	A	0.232	A	526	A
USGS	05536118	2009-09-30	-2.27	A	0.197	A	448	A
USGS	05536118	2009-10-01	-2.24	A	0.219	A	499	A
USGS	05536118	2009-10-02	-2.18	A	0.291	A	667	A
USGS	05536118	2009-10-03	-1.97	A	0.254	A	591	A
USGS	05536118	2009-10-04	-2.27	A	0.275	A	625	A
USGS	05536118	2009-10-05	-2.12	A	0.230	A	528	A
USGS	05536118	2009-10-06	-2.33	A	0.220	A	498	A
USGS	05536118	2009-10-07	-2.11	A	0.218	A	501	A
USGS	05536118	2009-10-08	-2.25	A	0.197	A	448	A
USGS	05536118	2009-10-09	-2.05	A	0.280	A	648	A
USGS	05536118	2009-10-10	-1.83	A	0.235	A	554	A
USGS	05536118	2009-10-11	-2.14	A	0.234	A	537	A
USGS	05536118	2009-10-12	-2.09	A	0.203	A	468	A
USGS	05536118	2009-10-13	-1.99	A	0.232	A	538	A
USGS	05536118	2009-10-14	-2.22	A	0.231	A	527	A
USGS	05536118	2009-10-15	-2.38	A	0.233	A	526	A
USGS	05536118	2009-10-16	-2.11	A	0.195	A	448	A
USGS	05536118	2009-10-17	-2.29	A	0.199	A	451	A
USGS	05536118	2009-10-18	-2.41	A	0.176	A	396	A
USGS	05536118	2009-10-19	-2.19	A	0.157	A	358	A
USGS	05536118	2009-10-20	-2.07	A	0.167	A	386	A
USGS	05536118	2009-10-21	-2.24	A	0.170	A	388	A
USGS	05536118	2009-10-22	-2.46	A	0.247	A	553	A
USGS	05536118	2009-10-23	-1.86	A	0.875	A	2070	A
USGS	05536118	2009-10-24	-2.21	A	0.482	A	1090	A
USGS	05536118	2009-10-25	-2.61	A	0.422	A	933	A
USGS	05536118	2009-10-26	-2.05	A	0.395	A	911	A
USGS	05536118	2009-10-27	-1.94	A	0.316	A	737	A
USGS	05536118	2009-10-28	-2.01	A	0.275	A	637	A
USGS	05536118	2009-10-29	-2.77	A	0.306	A	668	A
USGS	05536118	2009-10-30	-1.89	A	0.853	A	2000	A
USGS	05536118	2009-10-31	-2.10	A	0.579	A	1330	A
USGS	05536118	2009-11-01	-1.91	A	0.384	A	898	A
USGS	05536118	2009-11-02	-2.35	A	0.291	A	656	A
USGS	05536118	2009-11-03	-2.00	A	0.236	A	548	A
USGS	05536118	2009-11-04	-2.33	A	0.215	A	486	A
USGS	05536118	2009-11-05	-2.08	A	0.214	A	492	A
USGS	05536118	2009-11-06	-2.60	A	0.189	A	417	A
USGS	05536118	2009-11-07	-2.01	A	0.161	A	375	A
USGS	05536118	2009-11-08	-2.18	A	0.186	A	426	A
USGS	05536118	2009-11-09	-2.20	A	0.151	A	344	A
USGS	05536118	2009-11-10	-1.77	A	0.175	A	412	A
USGS	05536118	2009-11-11	-2.19	A	0.181	A	413	A
USGS	05536118	2009-11-12	-2.12	A	0.156	A	359	A
USGS	05536118	2009-11-13	-2.10	A	0.169	A	389	A
USGS	05536118	2009-11-14	-2.25	A	0.173	A	395	A
USGS	05536118	2009-11-15	-2.39	A	0.154	A	347	A
USGS	05536118	2009-11-16	-2.46	A	0.164	A	367	A
USGS	05536118	2009-11-17	-2.30	A	0.159	A	359	A
USGS	05536118	2009-11-18	-2.22	A	0.186	A	425	A
USGS	05536118	2009-11-19	-2.24	A	0.165	A	376	A
USGS	05536118	2009-11-20	-2.14	A	0.180	A	413	A
USGS	05536118	2009-11-21	-2.23	A	0.145	A	331	A
USGS	05536118	2009-11-22	-2.26	A	0.163	A	370	A
USGS	05536118	2009-11-23	-2.27	A	0.161	A	366	A
USGS	05536118	2009-11-24	-2.38	A	0.188	A	425	A
USGS	05536118	2009-11-25	-2.04	A	0.276	A	640	A
USGS	05536118	2009-11-26	-2.16	A	0.322	A	737	A
USGS	05536118	2009-11-27	-2.01	A	0.263	A	609	A
USGS	05536118	2009-11-28	-2.13	A	0.206	A	473	A
USGS	05536118	2009-11-29	-2.03	A	0.211	A	489	A
USGS	05536118	2009-11-30	-2.40	A	0.190	A	427	A
USGS	05536118	2009-12-01	-2.30	A	0.166	A	376	A
USGS	05536118	2009-12-02	-1.75	A	0.156	A	369	A
USGS	05536118	2009-12-03	-1.98	A	0.201	A	467	A
USGS	05536118	2009-12-04	-2.22	A	0.146	A	333	A
USGS	05536118	2009-12-05	-1.94	A	0.153	A	358	A
USGS	05536118	2009-12-06	-2.22	A	0.155	A	355	A
USGS	05536118	2009-12-07	-2.31	A	0.150	A	340	A
USGS	05536118	2009-12-08					401	A:e
USGS	05536118	2009-12-09					677	A:e
USGS	05536118	2009-12-10					596	A:e
USGS	05536118	2009-12-11					494	A:e
USGS	05536118	2009-12-12	-2.35	A	0.174	A	394	A
USGS	05536118	2009-12-13	-2.13	A	0.168	A	385	A
USGS	05536118	2009-12-14	-1.99	A	0.183	A	426	A
USGS	05536118	2009-12-15	-2.12	A	0.202	A	464	A
USGS	05536118	2009-12-16	-2.26	A	0.174	A	397	A
USGS	05536118	2009-12-17	-2.17	A	0.170	A	390	A
USGS	05536118	2009-12-18	-2.09	A	0.167	A	384	A
USGS	05536118	2009-12-19	-2.17	A	0.211	A	482	A
USGS	05536118	2009-12-20	-2.11	A	0.187	A	432	A
USGS	05536118	2009-12-21	-2.20	A	0.149	A	340	A
USGS	05536118	2009-12-22	-2.15	A	0.137	A	315	A
USGS	05536118	2009-12-23	-2.24	A	0.200	A	454	A
USGS	05536118	2009-12-24	-2.51	A	0.279	A	621	A
USGS	05536118	2009-12-25	-2.24	A	0.724	A	1650	A
USGS	05536118	2009-12-26	-2.09	A	0.550	A	1270	A
USGS	05536118	2009-12-27	-2.29	A	0.428	A	974	A
USGS	05536118	2009-12-28	-2.16	A	0.322	A	739	A
USGS	05536118	2009-12-29	-1.96	A	0.236	A	549	A
USGS	05536118	2009-12-30	-2.11	A	0.211	A	486	A
USGS	05536118	2009-12-31	-2.42	A	0.217	A	486	A
USGS	05536118	2010-01-01	-2.18	A	0.228	A	521	A
USGS	05536118	2010-01-02	-1.89	A	0.228	A	534	A
USGS	05536118	2010-01-03	-2.32	A	0.335	A	757	A
USGS	05536118	2010-01-04	-2.41	A	0.312	A	701	A
USGS	05536118	2010-01-05	-2.22	A	0.224	A	512	A
USGS	05536118	2010-01-06	-2.20	A	0.310	A	709	A
USGS	05536118	2010-01-07	-2.02	A	0.124	A	287	A
USGS	05536118	2010-01-08	-1.94	A	0.229	A	532	A
USGS	05536118	2010-01-09	-2.56	A	0.325	A	723	A
USGS	05536118	2010-01-10	-2.17	A	0.180	A	409	A
USGS	05536118	2010-01-11	-1.95	A	0.182	A	425	A
USGS	05536118	2010-01-12	-2.43	A	0.155	A	345	A
USGS	05536118	2010-01-13	-2.18	A	0.148	A	339	A
USGS	05536118	2010-01-14	-2.21	A	0.162	A	371	A
USGS	05536118	2010-01-15	-2.22	A	0.172	A	393	A
USGS	05536118	2010-01-16	-2.26	A	0.161	A	367	A
USGS	05536118	2010-01-17	-2.33	A	0.148	A	334	A
USGS	05536118	2010-01-18	-2.48	A	0.172	A	385	A
USGS	05536118	2010-01-19	-2.60	A	0.162	A	358	A
USGS	05536118	2010-01-20	-2.23	A	0.142	A	325	A
USGS	05536118	2010-01-21	-2.14	A	0.172	A	395	A
USGS	05536118	2010-01-22	-3.18	A	0.183	A	387	A
USGS	05536118	2010-01-23	-2.64	A	0.155	A	342	A
USGS	05536118	2010-01-24	-1.98	A	0.274	A	638	A
USGS	05536118	2010-01-25	-1.92	A	0.371	A	866	A
USGS	05536118	2010-01-26	-2.30	A			695	A:e
USGS	05536118	2010-01-27	-3.04	A			589	A:e
USGS	05536118	2010-01-28	-2.16	A			512	A:e
USGS	05536118	2010-01-29	-2.02	A			463	A:e
USGS	05536118	2010-01-30	-2.15	A			430	A:e
USGS	05536118	2010-01-31	-2.17	A			426	A:e
USGS	05536118	2010-02-01	-2.48	A	0.232	A	422	A:e
USGS	05536118	2010-02-02	-2.64	A	0.216	A	402	A:e
USGS	05536118	2010-02-03	-2.14	A	0.144	A	330	A
USGS	05536118	2010-02-04	-2.12	A	0.142	A	326	A
USGS	05536118	2010-02-05	-2.42	A	0.152	A	341	A
USGS	05536118	2010-02-06	-2.40	A	0.158	A	356	A
USGS	05536118	2010-02-07	-2.32	A	0.176	A	398	A
USGS	05536118	2010-02-08	-2.25	A	0.158	A	358	A
USGS	05536118	2010-02-09	-2.15	A	0.156	A	358	A
USGS	05536118	2010-02-10	-2.16	A	0.151	A	346	A
USGS	05536118	2010-02-11	-2.32	A	0.179	A	404	A
USGS	05536118	2010-02-12	-2.34	A	0.108	A	402	A:e
USGS	05536118	2010-02-13	-2.21	A	0.007	A	414	A:e
USGS	05536118	2010-02-14	-2.16	A	0.044	A	406	A:e
USGS	05536118	2010-02-15	-2.26	A	0.157	A	356	A
USGS	05536118	2010-02-16	-2.25	A	0.186	A	424	A
USGS	05536118	2010-02-17	-2.19	A	0.143	A	328	A
USGS	05536118	2010-02-18	-2.33	A	0.158	A	358	A
USGS	05536118	2010-02-19	-2.35	A	0.168	A	380	A
USGS	05536118	2010-02-20	-2.25	A	0.155	A	352	A
USGS	05536118	2010-02-21	-2.09	A	0.163	A	376	A
USGS	05536118	2010-02-22	-2.14	A	0.202	A	464	A
USGS	05536118	2010-02-23	-2.25	A	0.188	A	428	A
USGS	05536118	2010-02-24	-2.09	A	0.165	A	378	A
USGS	05536118	2010-02-25	-2.65	A	0.179	A	395	A
USGS	05536118	2010-02-26	-2.12	A	0.162	A	372	A
USGS	05536118	2010-02-27	-2.00	A	0.159	A	369	A
USGS	05536118	2010-02-28	-2.05	A	0.172	A	397	A
USGS	05536118	2010-03-01	-2.03	A	0.179	A	413	A
USGS	05536118	2010-03-02	-2.28	A	0.168	A	382	A
USGS	05536118	2010-03-03	-2.11	A	0.165	A	379	A
USGS	05536118	2010-03-04	-2.12	A	0.158	A	363	A
USGS	05536118	2010-03-05	-2.34	A	0.167	A	376	A
USGS	05536118	2010-03-06	-2.07	A	0.183	A	421	A
USGS	05536118	2010-03-07	-2.37	A	0.203	A	457	A
USGS	05536118	2010-03-08	-2.20	A	0.191	A	437	A
USGS	05536118	2010-03-09	-2.04	A	0.179	A	413	A
USGS	05536118	2010-03-10	-1.99	A	0.296	A	688	A
USGS	05536118	2010-03-11	-2.32	A	0.395	A	893	A
USGS	05536118	2010-03-12	-1.94	A	0.443	A	1030	A
USGS	05536118	2010-03-13	-2.27	A	0.488	A	1110	A
USGS	05536118	2010-03-14	-2.23	A	0.445	A	1010	A
USGS	05536118	2010-03-15	-1.90	A	0.389	A	908	A
USGS	05536118	2010-03-16	-2.30	A	0.296	A	670	A
USGS	05536118	2010-03-17	-1.91	A	0.246	A	574	A
USGS	05536118	2010-03-18	-2.12	A	0.251	A	578	A
USGS	05536118	2010-03-19	-2.06	A	0.220	A	507	A
USGS	05536118	2010-03-20	-2.43	A	0.247	A	555	A
USGS	05536118	2010-03-21	-1.96	A	0.297	A	692	A
USGS	05536118	2010-03-22	-2.23	A	0.274	A	625	A
USGS	05536118	2010-03-23	-2.11	A	0.254	A	586	A
USGS	05536118	2010-03-24	-1.93	A	0.206	A	481	A
USGS	05536118	2010-03-25	-2.44	A	0.243	A	544	A
USGS	05536118	2010-03-26	-2.29	A	0.175	A	398	A
USGS	05536118	2010-03-27	-2.05	A	0.178	A	411	A
USGS	05536118	2010-03-28	-2.25	A	0.196	A	447	A
USGS	05536118	2010-03-29	-2.53	A	0.186	A	414	A
USGS	05536118	2010-03-30	-2.14	A	0.153	A	352	A
USGS	05536118	2010-03-31	-2.11	A	0.175	A	402	A
USGS	05536118	2010-04-01	-2.20	A	0.181	A	413	A
USGS	05536118	2010-04-02	-2.19	A	0.188	A	429	A
USGS	05536118	2010-04-03	-2.17	A	0.195	A	447	A
USGS	05536118	2010-04-04	-2.19	A	0.219	A	499	A
USGS	05536118	2010-04-05	-2.53	A	0.449	A	993	A
USGS	05536118	2010-04-06	-2.78	A	0.691	A	1500	A
USGS	05536118	2010-04-07	-2.11	A	0.490	A	1130	A
USGS	05536118	2010-04-08	-2.36	A	0.400	A	903	A
USGS	05536118	2010-04-09	-2.12	A	0.284	A	654	A
USGS	05536118	2010-04-10	-1.89	A	0.239	A	559	A
USGS	05536118	2010-04-11	-1.95	A	0.228	A	532	A
USGS	05536118	2010-04-12	-2.19	A	0.223	A	509	A
USGS	05536118	2010-04-13	-2.36	A	0.183	A	412	A
USGS	05536118	2010-04-14	-2.00	A	0.209	A	486	A
USGS	05536118	2010-04-15	-2.07	A	0.201	A	464	A
USGS	05536118	2010-04-16	-2.41	A	0.202	A	453	A
USGS	05536118	2010-04-17	-2.35	A	0.175	A	395	A
USGS	05536118	2010-04-18	-2.14	A	0.154	A	353	A
USGS	05536118	2010-04-19	-2.09	A	0.191	A	439	A
USGS	05536118	2010-04-20	-2.08	A	0.155	A	356	A
USGS	05536118	2010-04-21	-2.07	A	0.176	A	405	A
USGS	05536118	2010-04-22	-2.13	A	0.179	A	410	A
USGS	05536118	2010-04-23	-2.21	A	0.174	A	396	A
USGS	05536118	2010-04-24	-2.05	A	0.213	A	491	A
USGS	05536118	2010-04-25	-2.59	A	0.268	A	594	A
USGS	05536118	2010-04-26	-2.38	A	0.208	A	469	A
USGS	05536118	2010-04-27	-2.04	A	0.175	A	405	A
USGS	05536118	2010-04-28	-1.98	A	0.174	A	405	A
USGS	05536118	2010-04-29	-1.94	A	0.144	A	335	A
USGS	05536118	2010-04-30	-1.98	A	0.174	A	404	A
USGS	05536118	2010-05-01	-2.34	A	0.228	A	516	A
USGS	05536118	2010-05-02	-2.12	A	0.323	A	744	A
USGS	05536118	2010-05-03	-2.07	A	0.321	A	742	A
USGS	05536118	2010-05-04	-2.52	A	0.210	A	466	A
USGS	05536118	2010-05-05	-1.90	A	0.168	A	392	A
USGS	05536118	2010-05-06	-2.19	A	0.197	A	450	A
USGS	05536118	2010-05-07	-2.83	A	0.328	A	711	A
USGS	05536118	2010-05-08	-2.30	A	0.254	A	576	A
USGS	05536118	2010-05-09	-2.10	A	0.206	A	474	A
USGS	05536118	2010-05-10	-2.43	A	0.237	A	531	A
USGS	05536118	2010-05-11	-2.50	A	0.382	A	853	A
USGS	05536118	2010-05-12	-2.08	A	0.397	A	916	A
USGS	05536118	2010-05-13	-2.50	A	1.106	A	2490	A
USGS	05536118	2010-05-14	-1.81	A	0.736	A	1730	A
USGS	05536118	2010-05-15	-1.52	A	0.613	A	1480	A
USGS	05536118	2010-05-16	-1.99	A	0.531	A	1230	A
USGS	05536118	2010-05-17	-2.32	A	0.425	A	962	A
USGS	05536118	2010-05-18	-2.28	A	0.380	A	862	A
USGS	05536118	2010-05-19	-2.03	A	0.343	A	795	A
USGS	05536118	2010-05-20	-1.80	A	0.331	A	779	A
USGS	05536118	2010-05-21	-1.96	A	0.330	A	768	A
USGS	05536118	2010-05-22	-1.77	A	0.277	A	654	A
USGS	05536118	2010-05-23	-2.27	A	0.265	A	604	A
USGS	05536118	2010-05-24	-2.30	A	0.249	A	565	A
USGS	05536118	2010-05-25	-2.20	A	0.220	A	504	A
USGS	05536118	2010-05-26	-2.09	A	0.198	A	457	A
USGS	05536118	2010-05-27	-2.04	A	0.221	A	513	A
USGS	05536118	2010-05-28	-1.96	A	0.222	A	518	A
USGS	05536118	2010-05-29	-1.98	A	0.225	A	522	A
USGS	05536118	2010-05-30	-2.01	A	0.235	A	544	A
USGS	05536118	2010-05-31	-2.22	A	0.240	A	545	A
USGS	05536118	2010-06-01	-2.58	A	0.234	A	518	A
USGS	05536118	2010-06-02	-2.34	A	0.691	A	1610	A
USGS	05536118	2010-06-03	-2.07	A	0.301	A	695	A
USGS	05536118	2010-06-04	-2.16	A	0.297	A	681	A
USGS	05536118	2010-06-05	-3.12	A	0.297	A	631	A
USGS	05536118	2010-06-06	-2.03	A	0.224	A	524	A
USGS	05536118	2010-06-07	-2.11	A	0.301	A	693	A
USGS	05536118	2010-06-08	-2.86	A	0.335	A	726	A
USGS	05536118	2010-06-09	-2.16	A	0.307	A	705	A
USGS	05536118	2010-06-10	-2.01	A	0.316	A	733	A
USGS	05536118	2010-06-11	-2.14	A	0.257	A	591	A
USGS	05536118	2010-06-12	-2.28	A	0.270	A	613	A
USGS	05536118	2010-06-13	-2.57	A	0.243	A	539	A
USGS	05536118	2010-06-14	-2.30	A	0.226	A	513	A
USGS	05536118	2010-06-15	-2.09	A	0.308	A	713	A
USGS	05536118	2010-06-16	-2.52	A	0.396	A	875	A
USGS	05536118	2010-06-17	-1.85	A	0.249	A	584	A
USGS	05536118	2010-06-18	-2.37	A	0.296	A	667	A
USGS	05536118	2010-06-19	-2.70	A	0.365	A	791	A
USGS	05536118	2010-06-20	-2.23	A	0.301	A	684	A
USGS	05536118	2010-06-21	-2.27	A	0.259	A	587	A
USGS	05536118	2010-06-22	-2.16	A	0.253	A	580	A
USGS	05536118	2010-06-23	-1.90	A	0.403	A	971	A
USGS	05536118	2010-06-24	-2.26	A	0.431	A	991	A
USGS	05536118	2010-06-25	-2.05	A	0.268	A	621	A
USGS	05536118	2010-06-26	-2.75	A	0.451	A	989	A
USGS	05536118	2010-06-27	-2.76	A	0.367	A	804	A
USGS	05536118	2010-06-28	-1.84	A	0.211	A	498	A
USGS	05536118	2010-06-29	-1.97	A	0.233	A	542	A
USGS	05536118	2010-06-30	-2.07	A	0.241	A	556	A
USGS	05536118	2010-07-01	-2.17	A	0.227	A	519	A
USGS	05536118	2010-07-02	-1.96	A	0.232	A	540	A
USGS	05536118	2010-07-03	-2.10	A	0.211	A	485	A
USGS	05536118	2010-07-04	-2.30	A	0.230	A	522	A
USGS	05536118	2010-07-05	-2.20	A	0.195	A	446	A
USGS	05536118	2010-07-06	-1.90	A	0.200	A	467	A
USGS	05536118	2010-07-07	-2.31	A	0.256	A	579	A
USGS	05536118	2010-07-08	-2.21	A	0.272	A	622	A
USGS	05536118	2010-07-09	-2.02	A	0.228	A	527	A
USGS	05536118	2010-07-10	-1.88	A	0.216	A	506	A
USGS	05536118	2010-07-11	-2.02	A	0.230	A	533	A
USGS	05536118	2010-07-12	-2.17	A	0.305	A	700	A
USGS	05536118	2010-07-13	-2.25	A	0.277	A	631	A
USGS	05536118	2010-07-14	-2.03	A	0.197	A	456	A
USGS	05536118	2010-07-15	-2.45	A	0.238	A	532	A
USGS	05536118	2010-07-16	-2.10	A	0.200	A	461	A
USGS	05536118	2010-07-17	-2.11	A	0.205	A	472	A
USGS	05536118	2010-07-18	-2.03	A	0.212	A	491	A
USGS	05536118	2010-07-19	-2.23	A	0.233	A	531	A
USGS	05536118	2010-07-20	-2.40	A	0.215	A	483	A
USGS	05536118	2010-07-21	-2.27	A	0.229	A	520	A
USGS	05536118	2010-07-22	-2.07	A	0.203	A	468	A
USGS	05536118	2010-07-23	-2.41	A	0.206	A	456	A
USGS	05536118	2010-07-24	1.94	A	1.644	A	5150	A
USGS	05536118	2010-07-25	-0.95	A	0.791	A	1990	A
USGS	05536118	2010-07-26	-2.46	A	0.437	A	972	A
USGS	05536118	2010-07-27	-1.80	A	0.396	A	933	A
USGS	05536118	2010-07-28	-2.49	A	0.344	A	770	A
USGS	05536118	2010-07-29	-1.98	A	0.267	A	620	A
USGS	05536118	2010-07-30	-1.98	A	0.284	A	661	A
USGS	05536118	2010-07-31	-2.13	A	0.491	A	1130	A
USGS	05536118	2010-08-01	-1.76	A	0.445	A	1050	A
USGS	05536118	2010-08-02	-2.34	A	0.302	A	684	A
USGS	05536118	2010-08-03	-2.44	A	0.256	A	574	A
USGS	05536118	2010-08-04	-2.35	A	0.545	A	1230	A
USGS	05536118	2010-08-05	-2.41	A	0.490	A	1100	A
USGS	05536118	2010-08-06	-1.98	A	0.372	A	866	A
USGS	05536118	2010-08-07	-2.31	A	0.282	A	639	A
USGS	05536118	2010-08-08	-1.86	A	0.197	A	463	A
USGS	05536118	2010-08-09	-2.61	A	0.291	A	643	A
USGS	05536118	2010-08-10	-2.18	A	0.286	A	655	A
USGS	05536118	2010-08-11	-2.23	A	0.267	A	608	A
USGS	05536118	2010-08-12	-2.02	A	0.244	A	565	A
USGS	05536118	2010-08-13	-2.12	A	0.268	A	614	A
USGS	05536118	2010-08-14	-2.25	A	0.232	A	525	A
USGS	05536118	2010-08-15	-2.00	A	0.261	A	606	A
USGS	05536118	2010-08-16	-2.29	A	0.219	A	496	A
USGS	05536118	2010-08-17	-1.99	A	0.223	A	517	A
USGS	05536118	2010-08-18	-2.33	A	0.235	A	532	A
USGS	05536118	2010-08-19	-1.92	A	0.206	A	481	A
USGS	05536118	2010-08-20	-2.12	A	0.225	A	518	A
USGS	05536118	2010-08-21	-1.97	A	0.258	A	600	A
USGS	05536118	2010-08-22	-2.18	A	0.266	A	608	A
USGS	05536118	2010-08-23	-2.39	A	0.239	A	537	A
USGS	05536118	2010-08-24	-2.03	A	0.206	A	477	A
USGS	05536118	2010-08-25	-2.18	A	0.231	A	530	A
USGS	05536118	2010-08-26	-2.32	A	0.215	A	487	A
USGS	05536118	2010-08-27	-2.20	A	0.213	A	486	A
USGS	05536118	2010-08-28	-2.06	A	0.192	A	443	A
USGS	05536118	2010-08-29	-2.08	A	0.216	A	498	A
USGS	05536118	2010-08-30	-2.15	A	0.215	A	494	A
USGS	05536118	2010-08-31	-2.09	A	0.217	A	501	A
USGS	05536118	2010-09-01	-2.65	A	0.258	A	568	A
USGS	05536118	2010-09-02	-2.32	A	0.263	A	595	A
USGS	05536118	2010-09-03	-2.45	A	0.406	A	907	A
USGS	05536118	2010-09-04	-1.95	A	0.244	A	569	A
USGS	05536118	2010-09-05	-1.93	A	0.199	A	464	A
USGS	05536118	2010-09-06	-1.98	A	0.203	A	471	A
USGS	05536118	2010-09-07	-2.52	A	0.265	A	589	A
USGS	05536118	2010-09-08	-2.47	A	0.233	A	522	A
USGS	05536118	2010-09-09	-2.11	A	0.230	A	529	A
USGS	05536118	2010-09-10	-1.95	A	0.259	A	603	A
USGS	05536118	2010-09-11	-2.64	A	0.225	A	496	A
USGS	05536118	2010-09-12	-2.34	A	0.207	A	468	A
