# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2015-05-24 17:58:41 EDT       (nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 05536105 NB CHICAGO RIVER AT ALBANY AVENUE AT CHICAGO, IL
# -----------------------------------------------------------------------------------
#
# Data provided for site 05536105
#    DD parameter statistic   Description
#    01   00065     00003     Gage height, feet (Mean)
#    02   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	01_00065_00003	01_00065_00003_cd	02_00060_00003	02_00060_00003_cd
USGS	05536105	2010-03-10	3.28	A	469	A
USGS	05536105	2010-03-11	4.17	A	796	A
USGS	05536105	2010-03-12	4.67	A	1030	A
USGS	05536105	2010-03-13	4.66	A	1030	A
USGS	05536105	2010-03-14	5.12	A	1300	A
USGS	05536105	2010-03-15	4.61	A	1010	A
USGS	05536105	2010-03-16	3.87	A	672	A
USGS	05536105	2010-03-17	3.10	A	412	A
USGS	05536105	2010-03-18	2.81	A	324	A
USGS	05536105	2010-03-19	2.48	A	241	A
USGS	05536105	2010-03-20	2.27	A	195	A
USGS	05536105	2010-03-21	2.86	A	338	A
USGS	05536105	2010-03-22	3.33	A	478	A
USGS	05536105	2010-03-23	3.10	A	408	A
USGS	05536105	2010-03-24	2.63	A	278	A
USGS	05536105	2010-03-25	2.32	A	206	A
USGS	05536105	2010-03-26	2.13	A	168	A
USGS	05536105	2010-03-27	1.90	A	124	A
USGS	05536105	2010-03-28	1.76	A	103	A
USGS	05536105	2010-03-29	1.67	A	88	A
USGS	05536105	2010-03-30	1.58	A	76	A
USGS	05536105	2010-03-31	1.51	A	67	A
USGS	05536105	2010-04-01	1.48	A	63	A
USGS	05536105	2010-04-02	1.43	A	58	A
USGS	05536105	2010-04-03	1.51	A	68	A
USGS	05536105	2010-04-04	1.65	A	86	A
USGS	05536105	2010-04-05	3.16	A	426	A
USGS	05536105	2010-04-06	4.45	A	932	A
USGS	05536105	2010-04-07	3.86	A	674	A
USGS	05536105	2010-04-08	3.09	A	406	A
USGS	05536105	2010-04-09	2.63	A	279	A
USGS	05536105	2010-04-10	2.21	A	184	A
USGS	05536105	2010-04-11	1.90	A	125	A
USGS	05536105	2010-04-12	1.72	A	96	A
USGS	05536105	2010-04-13	1.64	A	84	A
USGS	05536105	2010-04-14	1.56	A	74	A
USGS	05536105	2010-04-15	1.51	A	67	A
USGS	05536105	2010-04-16	1.43	A	58	A
USGS	05536105	2010-04-17	1.43	A	57	A
USGS	05536105	2010-04-18	1.39	A	52	A
USGS	05536105	2010-04-19	1.36	A	50	A
USGS	05536105	2010-04-20	1.38	A	51	A
USGS	05536105	2010-04-21	1.36	A	50	A
USGS	05536105	2010-04-22	1.37	A	50	A
USGS	05536105	2010-04-23	1.38	A	51	A
USGS	05536105	2010-04-24	1.52	A	69	A
USGS	05536105	2010-04-25	1.83	A	114	A
USGS	05536105	2010-04-26	1.83	A	113	A
USGS	05536105	2010-04-27	1.55	A	73	A
USGS	05536105	2010-04-28	1.51	A	67	A
USGS	05536105	2010-04-29	1.49	A	64	A
USGS	05536105	2010-04-30	1.48	A	64	A
USGS	05536105	2010-05-01	1.63	A	84	A
USGS	05536105	2010-05-02	2.74	A	341	A
USGS	05536105	2010-05-03	2.94	A	369	A
USGS	05536105	2010-05-04	2.10	A	163	A
USGS	05536105	2010-05-05	1.76	A	102	A
USGS	05536105	2010-05-06	1.59	A	77	A
USGS	05536105	2010-05-07	2.17	A	188	A
USGS	05536105	2010-05-08	2.40	A	227	A
USGS	05536105	2010-05-09	1.88	A	122	A
USGS	05536105	2010-05-10	1.65	A	85	A
USGS	05536105	2010-05-11	2.82	A	358	A
USGS	05536105	2010-05-12	3.66	A	595	A
USGS	05536105	2010-05-13	4.95	A	1260	A
USGS	05536105	2010-05-14	5.73	A	1720	A
USGS	05536105	2010-05-15	5.25	A	1390	A
USGS	05536105	2010-05-16	4.64	A	1020	A
USGS	05536105	2010-05-17	4.03	A	733	A
USGS	05536105	2010-05-18	3.67	A	596	A
USGS	05536105	2010-05-19	3.30	A	459	A
USGS	05536105	2010-05-20	2.89	A	320	A
USGS	05536105	2010-05-21	3.08	A	380	A
USGS	05536105	2010-05-22	2.83	A	303	A
USGS	05536105	2010-05-23	1.96	A	133	A
USGS	05536105	2010-05-24	1.67	A	90	A
USGS	05536105	2010-05-25	1.55	A	72	A
USGS	05536105	2010-05-26	1.47	A	62	A
USGS	05536105	2010-05-27	1.43	A	58	A
USGS	05536105	2010-05-28	1.39	A	52	A
USGS	05536105	2010-05-29	1.36	A	49	A
USGS	05536105	2010-05-30	1.33	A	46	A
USGS	05536105	2010-05-31	1.41	A	57	A
USGS	05536105	2010-06-01	1.92	A	126	A
USGS	05536105	2010-06-02	2.78	A	312	A
USGS	05536105	2010-06-03	2.49	A	222	A
USGS	05536105	2010-06-04	1.81	A	111	A
USGS	05536105	2010-06-05	1.56	A	73	A
USGS	05536105	2010-06-06	1.86	A	118	A
USGS	05536105	2010-06-07	2.49	A	218	A
USGS	05536105	2010-06-08	2.18	A	166	A
USGS	05536105	2010-06-09	2.61	A	244	A
USGS	05536105	2010-06-10	2.02	A	141	A
USGS	05536105	2010-06-11	1.80	A	109	A
USGS	05536105	2010-06-12	1.75	A	100	A
USGS	05536105	2010-06-13	1.55	A	72	A
USGS	05536105	2010-06-14	1.58	A	77	A
USGS	05536105	2010-06-15	1.89	A	161	A
USGS	05536105	2010-06-16	2.67	A	310	A
USGS	05536105	2010-06-17	1.58	A	77	A
USGS	05536105	2010-06-18	1.55	A	73	A
USGS	05536105	2010-06-19	2.64	A	249	A
USGS	05536105	2010-06-20	2.23	A	172	A
USGS	05536105	2010-06-21	1.81	A	111	A
USGS	05536105	2010-06-22	1.98	A	136	A
USGS	05536105	2010-06-23	2.30	A	233	A
USGS	05536105	2010-06-24	2.65	A	264	A
USGS	05536105	2010-06-25	2.11	A	156	A
USGS	05536105	2010-06-26	2.38	A	220	A
USGS	05536105	2010-06-27	2.47	A	245	A
USGS	05536105	2010-06-28	1.97	A	134	A
USGS	05536105	2010-06-29	1.61	A	80	A
USGS	05536105	2010-06-30	1.44	A	59	A
USGS	05536105	2010-07-01	1.36	A	49	A
USGS	05536105	2010-07-02	1.29	A	42	A
USGS	05536105	2010-07-03	1.25	A	38	A
USGS	05536105	2010-07-04	1.20	A	34	A
USGS	05536105	2010-07-05	1.17	A	31	A
USGS	05536105	2010-07-06	1.15	A	29	A
USGS	05536105	2010-07-07	1.25	A	39	A
USGS	05536105	2010-07-08	1.48	A	64	A
USGS	05536105	2010-07-09	1.39	A	53	A
USGS	05536105	2010-07-10	1.29	A	42	A
USGS	05536105	2010-07-11	1.25	A	38	A
USGS	05536105	2010-07-12	2.12	A	157	A
USGS	05536105	2010-07-13	1.42	A	57	A
USGS	05536105	2010-07-14	1.24	A	37	A
USGS	05536105	2010-07-15	1.15	A	29	A
USGS	05536105	2010-07-16	1.16	A	30	A
USGS	05536105	2010-07-17	1.12	A	27	A
USGS	05536105	2010-07-18	1.12	A	27	A
USGS	05536105	2010-07-19	1.09	A	25	A
USGS	05536105	2010-07-20	1.14	A	29	A
USGS	05536105	2010-07-21	1.10	A	25	A
USGS	05536105	2010-07-22	1.05	A	22	A
USGS	05536105	2010-07-23	1.25	A	40	A
USGS	05536105	2010-07-24	6.03	A	1970	A
USGS	05536105	2010-07-25	5.08	A	1290	A
USGS	05536105	2010-07-26	3.83	A	659	A
USGS	05536105	2010-07-27	3.28	A	455	A
USGS	05536105	2010-07-28	2.57	A	232	A
USGS	05536105	2010-07-29	2.17	A	164	A
USGS	05536105	2010-07-30	1.57	A	75	A
USGS	05536105	2010-07-31	3.03	A	432	A
USGS	05536105	2010-08-01	3.60	A	573	A
USGS	05536105	2010-08-02	2.25	A	176	A
USGS	05536105	2010-08-03	2.05	A	145	A
USGS	05536105	2010-08-04	2.71	A	305	A
USGS	05536105	2010-08-05	3.92	A	689	A
USGS	05536105	2010-08-06	2.50	A	232	A
USGS	05536105	2010-08-07	1.82	A	112	A
USGS	05536105	2010-08-08	1.59	A	77	A
USGS	05536105	2010-08-09	1.56	A	75	A
USGS	05536105	2010-08-10	1.87	A	119	A
USGS	05536105	2010-08-11	1.57	A	75	A
USGS	05536105	2010-08-12	1.46	A	61	A
USGS	05536105	2010-08-13	1.38	A	51	A
USGS	05536105	2010-08-14	1.54	A	72	A
USGS	05536105	2010-08-15	1.40	A	54	A
USGS	05536105	2010-08-16	1.31	A	44	A
USGS	05536105	2010-08-17	1.20	A	34	A
USGS	05536105	2010-08-18	1.21	A	35	A
USGS	05536105	2010-08-19	1.23	A	37	A
USGS	05536105	2010-08-20	1.20	A	34	A
USGS	05536105	2010-08-21	1.60	A	81	A
USGS	05536105	2010-08-22	1.49	A	66	A
USGS	05536105	2010-08-23	1.32	A	45	A
USGS	05536105	2010-08-24	1.27	A	40	A
USGS	05536105	2010-08-25	1.22	A	36	A
USGS	05536105	2010-08-26	1.17	A	31	A
USGS	05536105	2010-08-27	1.14	A	28	A
USGS	05536105	2010-08-28	1.12	A	27	A
USGS	05536105	2010-08-29	1.10	A	25	A
USGS	05536105	2010-08-30	1.08	A	24	A
USGS	05536105	2010-08-31	1.11	A	26	A
USGS	05536105	2010-09-01	1.23	A	36	A
USGS	05536105	2010-09-02	1.77	A	119	A
USGS	05536105	2010-09-03	3.51	A	539	A
USGS	05536105	2010-09-04	2.32	A	214	A
USGS	05536105	2010-09-05	1.69	A	86	A
USGS	05536105	2010-09-06	1.43	A	49	A
USGS	05536105	2010-09-07	1.31	A	36	A
USGS	05536105	2010-09-08	1.24	A	30	A
USGS	05536105	2010-09-09	1.19	A	26	A
USGS	05536105	2010-09-10	1.17	A	25	A
USGS	05536105	2010-09-11	1.31	A	40	A
USGS	05536105	2010-09-12	1.50	A	59	A
USGS	05536105	2010-09-13	1.32	A	38	A
USGS	05536105	2010-09-14	1.26	A	32	A
USGS	05536105	2010-09-15	1.22	A	28	A
USGS	05536105	2010-09-16	1.31	A	37	A
USGS	05536105	2010-09-17	1.35	A	40	A
USGS	05536105	2010-09-18	1.47	A	57	A
USGS	05536105	2010-09-19	1.46	A	53	A
USGS	05536105	2010-09-20	1.34	A	39	A
USGS	05536105	2010-09-21	1.30	A	35	A
USGS	05536105	2010-09-22	1.42	A	49	A
USGS	05536105	2010-09-23	1.43	A	49	A
USGS	05536105	2010-09-24	1.40	A	46	A
USGS	05536105	2010-09-25	1.45	A	51	A
USGS	05536105	2010-09-26	1.30	A	35	A
USGS	05536105	2010-09-27	1.21	A	28	A
USGS	05536105	2010-09-28			25	A:e
USGS	05536105	2010-09-29			22	A:e
USGS	05536105	2010-09-30	1.11	A	20	A
USGS	05536105	2010-10-01	1.10	A	19	A
USGS	05536105	2010-10-02	1.13	A	21	A
USGS	05536105	2010-10-03	1.35	A	41	A
USGS	05536105	2010-10-04	1.32	A	37	A
USGS	05536105	2010-10-05	1.20	A	27	A
USGS	05536105	2010-10-06	1.14	A	23	A
USGS	05536105	2010-10-07	1.13	A	21	A
USGS	05536105	2010-10-08	1.10	A	20	A
USGS	05536105	2010-10-09	1.09	A	18	A
USGS	05536105	2010-10-10	1.07	A	18	A
USGS	05536105	2010-10-11	1.08	A	18	A
USGS	05536105	2010-10-12	1.14	A	23	A
USGS	05536105	2010-10-13	1.20	A	27	A
USGS	05536105	2010-10-14	1.19	A	26	A
USGS	05536105	2010-10-15	1.05	A	16	A
USGS	05536105	2010-10-16	1.04	A	15	A
USGS	05536105	2010-10-17	1.06	A	17	A
USGS	05536105	2010-10-18	1.08	A	18	A
USGS	05536105	2010-10-19	1.10	A	19	A
USGS	05536105	2010-10-20	1.12	A	21	A
USGS	05536105	2010-10-21	1.12	A	21	A
USGS	05536105	2010-10-22	1.16	A	24	A
USGS	05536105	2010-10-23	1.13	A	21	A
USGS	05536105	2010-10-24	1.14	A	22	A
USGS	05536105	2010-10-25	1.34	A	39	A
USGS	05536105	2010-10-26	1.66	A	86	A
USGS	05536105	2010-10-27	1.52	A	61	A
USGS	05536105	2010-10-28	1.29	A	35	A
USGS	05536105	2010-10-29	1.14	A	22	A
USGS	05536105	2010-10-30	1.13	A	21	A
USGS	05536105	2010-10-31	1.10	A	19	A
USGS	05536105	2010-11-01	1.07	A	17	A
USGS	05536105	2010-11-02	1.06	A	17	A
USGS	05536105	2010-11-03	1.07	A	18	A
USGS	05536105	2010-11-04	1.10	A	20	A
USGS	05536105	2010-11-05	1.11	A	20	A
USGS	05536105	2010-11-06	1.09	A	18	A
USGS	05536105	2010-11-07	1.09	A	19	A
USGS	05536105	2010-11-08	1.05	A	16	A
USGS	05536105	2010-11-09	1.04	A	15	A
USGS	05536105	2010-11-10	1.03	A	15	A
USGS	05536105	2010-11-11	1.03	A	15	A
USGS	05536105	2010-11-12	1.21	A	28	A
USGS	05536105	2010-11-13	1.17	A	25	A
USGS	05536105	2010-11-14	1.11	A	20	A
USGS	05536105	2010-11-15	1.11	A	20	A
USGS	05536105	2010-11-16	1.08	A	18	A
USGS	05536105	2010-11-17	1.07	A	17	A
USGS	05536105	2010-11-18	1.05	A	16	A
USGS	05536105	2010-11-19	1.04	A	15	A
USGS	05536105	2010-11-20	1.07	A	17	A
USGS	05536105	2010-11-21	1.04	A	15	A
USGS	05536105	2010-11-22	1.55	A	100	A
USGS	05536105	2010-11-23	2.46	A	246	A
USGS	05536105	2010-11-24	1.48	A	61	A
USGS	05536105	2010-11-25	1.43	A	55	A
USGS	05536105	2010-11-26	1.36	A	48	A
USGS	05536105	2010-11-27	1.21	A	33	A
USGS	05536105	2010-11-28	1.15	A	27	A
USGS	05536105	2010-11-29	1.13	A	26	A
USGS	05536105	2010-11-30	1.71	A	94	A
USGS	05536105	2010-12-01	1.46	A	59	A
USGS	05536105	2010-12-02	1.31	A	42	A
USGS	05536105	2010-12-03	1.21	A	33	A
USGS	05536105	2010-12-04	1.19	A	31	A
USGS	05536105	2010-12-05	1.23	A	35	A
USGS	05536105	2010-12-06	1.22	A	34	A
USGS	05536105	2010-12-07	1.28	A	31	A:e
USGS	05536105	2010-12-08	1.35	A	30	A:e
USGS	05536105	2010-12-09	1.37	A	28	A:e
USGS	05536105	2010-12-10	1.15	A	28	A
USGS	05536105	2010-12-11	1.21	A	35	A
USGS	05536105	2010-12-12	2.14	A	170	A
USGS	05536105	2010-12-13	1.54	A	72	A
USGS	05536105	2010-12-14	1.33	A	46	A
USGS	05536105	2010-12-15	1.40	A	38	A:e
USGS	05536105	2010-12-16	1.56	A	33	A:e
USGS	05536105	2010-12-17	1.66	A	37	A:e
USGS	05536105	2010-12-18	2.02	A	43	A:e
USGS	05536105	2010-12-19	1.95	A	40	A:e
USGS	05536105	2010-12-20	1.55	A	36	A:e
USGS	05536105	2010-12-21	1.56	A	42	A:e
USGS	05536105	2010-12-22	1.62	A	42	A:e
USGS	05536105	2010-12-23	1.42	A	39	A:e
USGS	05536105	2010-12-24	1.28	A	39	A
USGS	05536105	2010-12-25	1.31	A	42	A
USGS	05536105	2010-12-26	1.38	A	49	A
USGS	05536105	2010-12-27	1.52	A	49	A:e
USGS	05536105	2010-12-28	1.50	A	49	A:e
USGS	05536105	2010-12-29	1.44	A	56	A
USGS	05536105	2010-12-30	1.59	A	78	A
USGS	05536105	2010-12-31	3.09	A	429	A
USGS	05536105	2011-01-01	3.75	A	626	A
USGS	05536105	2011-01-02	2.67	A	291	A
USGS	05536105	2011-01-03	2.04	A	151	A
USGS	05536105	2011-01-04	1.71	A	94	A
USGS	05536105	2011-01-05	1.59	A	76	A
USGS	05536105	2011-01-06	1.43	A	55	A
USGS	05536105	2011-01-07	1.41	A	53	A
USGS	05536105	2011-01-08	1.33	A	44	A
USGS	05536105	2011-01-09	1.51	A	65	A
USGS	05536105	2011-01-10	1.43	A	56	A
USGS	05536105	2011-01-11	1.39	A	51	A
USGS	05536105	2011-01-12	1.41	A	53	A
USGS	05536105	2011-01-13	1.45	A	58	A
USGS	05536105	2011-01-14	1.37	A	49	A
USGS	05536105	2011-01-15	1.36	A	48	A
USGS	05536105	2011-01-16	1.50	A	50	A:e
USGS	05536105	2011-01-17	1.39	A	52	A
USGS	05536105	2011-01-18	1.40	A	52	A
USGS	05536105	2011-01-19	1.50	A	50	A:e
USGS	05536105	2011-01-20	1.51	A	46	A:e
USGS	05536105	2011-01-21	1.49	A	50	A:e
USGS	05536105	2011-01-22	1.71	A	55	A:e
USGS	05536105	2011-01-23	1.41	A	53	A:e
USGS	05536105	2011-01-24	1.33	A	46	A:e
USGS	05536105	2011-01-25	1.36	A	48	A
USGS	05536105	2011-01-26	1.39	A	50	A
USGS	05536105	2011-01-27	1.35	A	47	A
USGS	05536105	2011-01-28	1.34	A	45	A
USGS	05536105	2011-01-29	1.32	A	43	A
USGS	05536105	2011-01-30	1.29	A	41	A
USGS	05536105	2011-01-31	1.29	A	40	A
USGS	05536105	2011-02-01	1.29	A	40	A
USGS	05536105	2011-02-02	1.15	A	29	A
USGS	05536105	2011-02-03	1.96	A	135	A
USGS	05536105	2011-02-04	1.86	A	118	A
USGS	05536105	2011-02-05	1.68	A	89	A
USGS	05536105	2011-02-06	1.58	A	75	A
USGS	05536105	2011-02-07	1.63	A	82	A
USGS	05536105	2011-02-08	1.68	A	88	A
USGS	05536105	2011-02-09	1.58	A	75	A
USGS	05536105	2011-02-10	1.38	A	50	A
USGS	05536105	2011-02-11	1.61	A	79	A
USGS	05536105	2011-02-12	1.55	A	70	A
USGS	05536105	2011-02-13	1.60	A	78	A
USGS	05536105	2011-02-14	2.06	A	154	A
USGS	05536105	2011-02-15	2.33	A	207	A
USGS	05536105	2011-02-16	2.27	A	195	A
USGS	05536105	2011-02-17			423	A:e
USGS	05536105	2011-02-18	4.13	A	775	A
USGS	05536105	2011-02-19	3.94	A	701	A
USGS	05536105	2011-02-20	3.47	A	527	A
USGS	05536105	2011-02-21	4.69	A	1050	A
USGS	05536105	2011-02-22	4.48	A	935	A
USGS	05536105	2011-02-23	3.34	A	455	A
USGS	05536105	2011-02-24	2.85	A	302	A
USGS	05536105	2011-02-25			265	A:e
USGS	05536105	2011-02-26			205	A:e
USGS	05536105	2011-02-27			175	A:e
USGS	05536105	2011-02-28			233	A:e
USGS	05536105	2011-03-01			182	A:e
USGS	05536105	2011-03-02	2.10	A	148	A
USGS	05536105	2011-03-03	1.95	A	124	A
USGS	05536105	2011-03-04	2.16	A	169	A
USGS	05536105	2011-03-05	4.35	A	836	A
USGS	05536105	2011-03-06	4.01	A	684	A
USGS	05536105	2011-03-07	3.15	A	371	A
USGS	05536105	2011-03-08	2.69	A	260	A
USGS	05536105	2011-03-09	2.80	A	287	A
USGS	05536105	2011-03-10	3.28	A	403	A
USGS	05536105	2011-03-11	2.88	A	304	A
USGS	05536105	2011-03-12	2.49	A	220	A
USGS	05536105	2011-03-13	2.17	A	159	A
USGS	05536105	2011-03-14	1.90	A	117	A
USGS	05536105	2011-03-15			98	A:e
USGS	05536105	2011-03-16	1.64	A	82	A
USGS	05536105	2011-03-17	1.58	A	74	A
USGS	05536105	2011-03-18	1.57	A	72	A
USGS	05536105	2011-03-19	1.51	A	66	A
USGS	05536105	2011-03-20	1.64	A	84	A
USGS	05536105	2011-03-21	2.95	A	322	A
USGS	05536105	2011-03-22	3.48	A	469	A
USGS	05536105	2011-03-23	3.87	A	615	A
USGS	05536105	2011-03-24	3.46	A	466	A
USGS	05536105	2011-03-25	2.86	A	300	A
USGS	05536105	2011-03-26	2.41	A	203	A
USGS	05536105	2011-03-27	2.06	A	141	A
USGS	05536105	2011-03-28	1.76	A	97	A
USGS	05536105	2011-03-29	1.63	A	80	A
USGS	05536105	2011-03-30	1.57	A	72	A
USGS	05536105	2011-03-31	1.51	A	66	A
USGS	05536105	2011-04-01	1.47	A	61	A
USGS	05536105	2011-04-02	1.55	A	70	A
USGS	05536105	2011-04-03	1.47	A	61	A
USGS	05536105	2011-04-04	1.63	A	80	A
USGS	05536105	2011-04-05			80	A:e
USGS	05536105	2011-04-06	1.50	A	65	A
USGS	05536105	2011-04-07	1.44	A	58	A
USGS	05536105	2011-04-08	2.70	A	280	A
USGS	05536105	2011-04-09	3.12	A	364	A
USGS	05536105	2011-04-10	2.49	A	219	A
USGS	05536105	2011-04-11	2.13	A	152	A
USGS	05536105	2011-04-12	1.83	A	107	A
USGS	05536105	2011-04-13	1.66	A	84	A
USGS	05536105	2011-04-14	1.58	A	74	A
USGS	05536105	2011-04-15	1.55	A	70	A
USGS	05536105	2011-04-16	2.08	A	146	A
USGS	05536105	2011-04-17	2.28	A	180	A
USGS	05536105	2011-04-18	2.56	A	236	A
USGS	05536105	2011-04-19	3.17	A	389	A
USGS	05536105	2011-04-20	4.65	A	1000	A
USGS	05536105	2011-04-21	4.17	A	767	A
USGS	05536105	2011-04-22	3.60	A	511	A
USGS	05536105	2011-04-23	3.92	A	640	A
USGS	05536105	2011-04-24	3.44	A	465	A
USGS	05536105	2011-04-25	2.74	A	272	A
USGS	05536105	2011-04-26	3.78	A	592	A
USGS	05536105	2011-04-27	4.27	A	798	A
USGS	05536105	2011-04-28	4.04	A	690	A
USGS	05536105	2011-04-29	3.40	A	443	A
USGS	05536105	2011-04-30	2.87	A	302	A
USGS	05536105	2011-05-01	2.34	A	191	A
USGS	05536105	2011-05-02	2.01	A	133	A
USGS	05536105	2011-05-03	1.75	A	96	A
USGS	05536105	2011-05-04	1.61	A	78	A
USGS	05536105	2011-05-05	1.55	A	70	A
USGS	05536105	2011-05-06	1.55	A	70	A
USGS	05536105	2011-05-07	1.46	A	60	A
USGS	05536105	2011-05-08	1.44	A	58	A
USGS	05536105	2011-05-09	1.41	A	55	A
USGS	05536105	2011-05-10	1.39	A	53	A
USGS	05536105	2011-05-11	1.38	A	51	A
USGS	05536105	2011-05-12	1.94	A	128	A
USGS	05536105	2011-05-13	1.90	A	118	A
USGS	05536105	2011-05-14	1.56	A	71	A
USGS	05536105	2011-05-15	2.68	A	276	A
USGS	05536105	2011-05-16	2.75	A	278	A
USGS	05536105	2011-05-17	2.09	A	147	A
USGS	05536105	2011-05-18	1.77	A	98	A
USGS	05536105	2011-05-19	1.66	A	83	A
USGS	05536105	2011-05-20	1.54	A	69	A
USGS	05536105	2011-05-21	1.46	A	60	A
USGS	05536105	2011-05-22	1.44	A	58	A
USGS	05536105	2011-05-23	2.70	A	272	A
USGS	05536105	2011-05-24	2.93	A	315	A
USGS	05536105	2011-05-25	3.60	A	570	A
USGS	05536105	2011-05-26	5.58	A	1620	A
USGS	05536105	2011-05-27	5.36	A	1460	A
USGS	05536105	2011-05-28	4.46	A	902	A
USGS	05536105	2011-05-29	4.60	A	1030	A
USGS	05536105	2011-05-30	5.57	A	1600	A
USGS	05536105	2011-05-31	4.90	A	1160	A
USGS	05536105	2011-06-01	3.74	A	568	A
USGS	05536105	2011-06-02	3.55	A	490	A
USGS	05536105	2011-06-03	2.94	A	319	A
USGS	05536105	2011-06-04	2.45	A	210	A
USGS	05536105	2011-06-05	2.15	A	157	A
USGS	05536105	2011-06-06	1.85	A	110	A
USGS	05536105	2011-06-07	1.49	A	63	A
USGS	05536105	2011-06-08	1.42	A	56	A
USGS	05536105	2011-06-09	2.36	A	211	A
USGS	05536105	2011-06-10	2.75	A	275	A
USGS	05536105	2011-06-11	2.33	A	188	A
USGS	05536105	2011-06-12	1.86	A	112	A
USGS	05536105	2011-06-13	1.65	A	83	A
USGS	05536105	2011-06-14	1.53	A	68	A
USGS	05536105	2011-06-15	1.84	A	114	A
USGS	05536105	2011-06-16	2.39	A	201	A
USGS	05536105	2011-06-17	1.70	A	89	A
USGS	05536105	2011-06-18	1.51	A	66	A
USGS	05536105	2011-06-19	1.38	A	52	A
USGS	05536105	2011-06-20	1.43	A	57	A
USGS	05536105	2011-06-21	1.39	A	53	A
USGS	05536105	2011-06-22	1.61	A	78	A
USGS	05536105	2011-06-23	1.38	A	52	A
USGS	05536105	2011-06-24	1.34	A	47	A
USGS	05536105	2011-06-25	1.32	A	45	A
USGS	05536105	2011-06-26	1.29	A	42	A
USGS	05536105	2011-06-27	1.28	A	41	A
USGS	05536105	2011-06-28	1.21	A	35	A
USGS	05536105	2011-06-29	1.14	A	28	A
USGS	05536105	2011-06-30	1.15	A	29	A
USGS	05536105	2011-07-01	1.13	A	28	A
USGS	05536105	2011-07-02	1.12	A	27	A
USGS	05536105	2011-07-03	1.10	A	25	A
USGS	05536105	2011-07-04	1.10	A	25	A
USGS	05536105	2011-07-05	1.10	A	25	A
USGS	05536105	2011-07-06	1.08	A	24	A
USGS	05536105	2011-07-07	1.07	A	23	A
USGS	05536105	2011-07-08	1.08	A	24	A
USGS	05536105	2011-07-09	1.07	A	23	A
USGS	05536105	2011-07-10	1.05	A	22	A
USGS	05536105	2011-07-11	1.23	A	38	A
USGS	05536105	2011-07-12	1.33	A	47	A
USGS	05536105	2011-07-13	1.14	A	28	A
USGS	05536105	2011-07-14	1.07	A	23	A
USGS	05536105	2011-07-15	1.09	A	25	A
USGS	05536105	2011-07-16	1.09	A	24	A
USGS	05536105	2011-07-17	1.07	A	23	A
USGS	05536105	2011-07-18	1.08	A	24	A
USGS	05536105	2011-07-19	1.10	A	25	A
USGS	05536105	2011-07-20	1.24	A	39	A
USGS	05536105	2011-07-21	1.34	A	47	A
USGS	05536105	2011-07-22	2.08	A	173	A
USGS	05536105	2011-07-23	5.96	A	1920	A
USGS	05536105	2011-07-24	5.65	A	1660	A
USGS	05536105	2011-07-25	4.36	A	866	A
USGS	05536105	2011-07-26	3.01	A	337	A
USGS	05536105	2011-07-27	2.51	A	224	A
USGS	05536105	2011-07-28	3.59	A	507	A
USGS	05536105	2011-07-29	4.54	A	954	A
USGS	05536105	2011-07-30	3.13	A	380	A
USGS	05536105	2011-07-31	2.64	A	250	A
USGS	05536105	2011-08-01	2.30	A	182	A
USGS	05536105	2011-08-02	2.20	A	166	A
USGS	05536105	2011-08-03	3.32	A	422	A
USGS	05536105	2011-08-04	3.05	A	347	A
USGS	05536105	2011-08-05	2.33	A	192	A
USGS	05536105	2011-08-06	2.02	A	136	A
USGS	05536105	2011-08-07	1.90	A	122	A
USGS	05536105	2011-08-08	3.47	A	470	A
USGS	05536105	2011-08-09	3.56	A	501	A
USGS	05536105	2011-08-10	2.65	A	253	A
USGS	05536105	2011-08-11	2.09	A	147	A
USGS	05536105	2011-08-12	1.72	A	91	A
USGS	05536105	2011-08-13	1.68	A	88	A
USGS	05536105	2011-08-14	2.13	A	153	A
USGS	05536105	2011-08-15	1.71	A	90	A
USGS	05536105	2011-08-16	1.47	A	61	A
USGS	05536105	2011-08-17	1.34	A	47	A
USGS	05536105	2011-08-18	1.32	A	45	A
USGS	05536105	2011-08-19	1.29	A	42	A
USGS	05536105	2011-08-20	2.17	A	209	A
USGS	05536105	2011-08-21	2.89	A	317	A
USGS	05536105	2011-08-22	1.91	A	119	A
USGS	05536105	2011-08-23	1.80	A	104	A
USGS	05536105	2011-08-24	2.06	A	142	A
USGS	05536105	2011-08-25	1.65	A	82	A
USGS	05536105	2011-08-26	1.43	A	56	A
USGS	05536105	2011-08-27	1.31	A	44	A
